,Name,Link,Category,Description
549, Unified Software BankVal UK API,https://www.programmableweb.com/api/unified-software-bankval-uk,Financial," The BankVal UK API lets users obtain ISCD bank branch details, perform UK sort code validation, validate account numbers, validate debit cards, and verify credit cards. The API uses both RESTful and..."
550, 88 Miles API,https://www.programmableweb.com/api/88-miles,Project Management," 88 Miles lets you rrack time by punching in and punching out to auto-generate timesheet data, optionally generate invoices, tag and categorize staff, track projects, receive overbudget notifications..."
551, Huddle API,https://www.programmableweb.com/api/huddle,Project Management," The Huddle project management API enables developer access to team workspaces, file sharing, project tracking, project collaboration, and also the ability to hook up with other teams for added..."
552, Virtuoso Sponger Proxy API,https://www.programmableweb.com/api/virtuoso-sponger-proxy,N/A," The OpenLink Virtuoso Sponger Proxy turns a web resource into RDF, which is useful in Ajax and other apps. This can be done through the service endpoint, essentially just concatenate the service..."
553, WorldCat Identities API,https://www.programmableweb.com/api/worldcat-identities,Reference," The WorldCat Idententies API mines the Worldcat database for individual identities and creates a page for each identity. Response include related ISBN's or other identifiers, as well as metadata. If..."
554, SubscriberMail API,https://www.programmableweb.com/api/subscribermail,Email," Use this API to access SubscriberMail features programmatically. Email templates, list management, email campaign tracking, and other email marketing services are available."
555, Lighthouse API,https://www.programmableweb.com/api/lighthouse,Project Management," Lighthouse is a service for collaborative projects. For small teams to a studio of 50, Lighthouse will help you keep track of your project development with ease."" The Lighthouse API gives developers..."
556, XigniteGlobalOptions API,https://www.programmableweb.com/api/xigniteglobaloptions,Financial," This API offers delayed options quotes for U.S. and internationally listed equity options. In addition to option quotes (bid/ask), the API also provides option chain lookups, open, high, low, close,..."
557, XigniteMoneyMarkets API,https://www.programmableweb.com/api/xignitemoneymarkets,Financial, This API offers real-time and historical US Treasury and LIBOR-based swap and forward rates. The US Treasury rates data provides real-time treasury prices and yields for various maturities of T-Bills...
558, XigniteInterBanks API,https://www.programmableweb.com/api/xigniteinterbanks,Financial, This API offers real-time and historical interbank offered and deposit rates for most of the world's countries and currencies including the delayed values for the British Bankers Association LIBOR....
559, XigniteGlobalMetals API,https://www.programmableweb.com/api/xigniteglobalmetals,Financial," This API offers real time prices and quotes for metals including Gold, Silver, Palladium, Platinum and other base metals. In addition to real time precious metals prices, the service provides daily..."
560, XigniteFundamentals API,https://www.programmableweb.com/api/xignitefundamentals,Financial, This API provides stock fundamentals data for active U.S. and Canadian listed companies. The service delivers more than 400 current or historical fundamental data points per company. This stock...
561, XigniteFinancials API,https://www.programmableweb.com/api/xignitefinancials,Financial, This API provides financial reports and data reported by publicly traded U.S. and Canadian companies. The service provides both current and historical annual and quarterly company financials data...
562, Goozex API,https://www.programmableweb.com/api/goozex,Games," Members of the Goozex community trade video games and earn points doing it. Use the Goozex API to access the users who are selling and buying, the point value of games, top 10 games, and other data..."
563, TextMarks SMS Sending API,https://www.programmableweb.com/api/textmarks-sms-sending,Messaging, The TextMarks SMS API gives you access to text messaging functionality for integration into your existing and new web and enterprise applications. Free level of service lets developers get started...
564, earthmine Direct Data API,https://www.programmableweb.com/api/earthmine-direct-data,Mapping," Programmatic access to street-level images and 3D data. Query by latitude and longitude, conduct occlusion tests, create your own 3D objects, and more. Contact for more information."
565, Rediff API,https://www.programmableweb.com/api/rediff,Social, India-based social network offers this API that lets developers build applications for its Facebook-like platform.
566, EB-eye Search API,https://www.programmableweb.com/api/eb-eye-search,Search," The EB-eye web service is text search engine that indexes the European Bioinformatics Institute (EBI) databases for DNA and genomics in various formats such as flatfiles, XML, OBO, etc. The web..."
567, Sindice API,https://www.programmableweb.com/api/sindice,Search, The Sindice API provides programmatic access to its semantic search capabilities. It is based on the OpenSearch spec. Over 10 billion pieces of data can already be searched within 100 million web...
568, UniProt API,https://www.programmableweb.com/api/uniprot,Medical, UniProt is a protein sequence and annotation database for the scientific community. The UniProt API offers RESTful access to all its resources and services.
569, Allegro API,https://www.programmableweb.com/api/allegro,eCommerce, Biggest Polish online auction website.
570, MediaSock API,https://www.programmableweb.com/api/mediasock,Photos," From their site: A lightweight service for handling a user's personal media assets, such as photos. Users with a MediaSock compatible client application simply enter a server domain and the client..."
571, KISTI API,https://www.programmableweb.com/api/kisti,Search, From their site: This API finds topic-centric experts (such as the names of researchers) and generates their social networks. Developers can use this API to incorporate its search results directly...
572, Project Vote Smart API,https://www.programmableweb.com/api/project-vote-smart,Government," The Project Vote Smart API lets developers query against a broad range of data that Project Vote Smart maintains - candidate information, election districts, ballot initiatives, votes, committees,..."
573, FreeAgent API,https://www.programmableweb.com/api/freeagent,Enterprise," From their site: The FreeAgent API provides secure programmatic access to the FreeAgent service, allowing you to build cool and useful tools and services on top. You can access FreeAgent data, such..."
574, Tangler API,https://www.programmableweb.com/api/tangler,Social," Anyone can come into Tangler and create a discussion forum. It takes about a couple of minutes and is as easy as using Gmail, Facebook or iTunes. Create the forum, invite your friends and then start..."
575, Feedoor API,https://www.programmableweb.com/api/feedoor,Feeds," From their site: Feedoor is the ultimate feed service where you can add many items, create and merge many feeds from external sources with different feed formats (RSS, ATOM, RDF) in one single feed...."
576, HeatMap API,https://www.programmableweb.com/api/heatmap,Mapping," From their site: Heat map image generator for geographic information systems. A heat map is a graphical representation of two dimensional data (X, Y and Value) on a two dimensional surface by using..."
577, Office for National Statistics API,https://www.programmableweb.com/api/office-national-statistics,Government," UK neighbourhood and census statistics including Neighbourhood Statistics (NeSS) data including 2001 Census, Access to Services, Community wellbeing/Social Environment, Crime and Safety, Economic..."
578, Tell Them What You Think API,https://www.programmableweb.com/api/tell-them-what-you-think,Government, Search all current UK government consultations for words and phrases. Set up alerts via email or RSS to tell you when consultations of interest are published. Government consultations are documents...
579, Qualified Address API,https://www.programmableweb.com/api/qualified-address,Reference, From their site: Verify addresses on any website form. Great for validating shipping addresses before mailing a product or adding +4 Codes to addresses as they are entered onto your website....
580, aql vCard API,https://www.programmableweb.com/api/aql-vcard,Enterprise, From their site: Generates and sends virtual business cards from an HTTP request. Specify your vCard information and send it using HTTP POST or GET. Our system will create the vCard and transmit it...
581, Fizber Schools API,https://www.programmableweb.com/api/fizber-schools,Education," The Fizber Schools API lets your applications search for schools by city. The results show school names, addresses, phone numbers. Also includes the precise location via latitude and longitude, for..."
582, Fizber Events API,https://www.programmableweb.com/api/fizber-events,Events," The Fizber Events API searches for events by city name. The service returns the latitude and longitude of an event, so it's easy to embed in a map. The response also includes a category identifier..."
583, Voices.com API,https://www.programmableweb.com/api/voicescom,Other," Voices.com is the online marketplace where businesses connect with voice actors and voice over talent. Voice.com can be used by radio and television stations, advertising agencies, marketing..."
584, Kalisty API,https://www.programmableweb.com/api/kalisty,Social," Use the Kalisty API to create and manage lists, from grocery lists to project task lists. The site is for organizing and sharing lists. Keep private lists, share public lists, collaborate with..."
585, Ez Texting API,https://www.programmableweb.com/api/ez-texting,Messaging," Ez Texting's flexible APIs allow you to rapidly integrate text messaging into your own web, desktop or mobile app. We offer a REST API as well as a legacy HTTP API. The REST API can return results in..."
586, CellTrust API,https://www.programmableweb.com/api/celltrust,Messaging," From their site: CellTrust mobile solutions and technologies can be used in a wide range of applications, from enterprise applications, content management systems or to add mobile as a channel to an..."
587, Slicehost SliceManager API,https://www.programmableweb.com/api/slicehost-slicemanager,N/A," From their site: The SliceManager API allows for the easy and convenient manipulation of your Slicehost account, allowing you to automate tasks
as needed. Slicehost is a Web hosting company for..."
588, Voki API,https://www.programmableweb.com/api/voki,Social," From their site: The Voki Partner Program allows community and publisher sites to enable their end users to create interactive, personalized speaking avatars and publish them to your site seamlessly..."
589, Denmark Web service API,https://www.programmableweb.com/api/denmark-web-service,Mapping," From their site: Denmark web service is a REST based web service, which displays information on different parts of Denmark, regions, municipalities, parishes, postdistrikter, valgdistrikter,..."
590, Wetpaint Injected API,https://www.programmableweb.com/api/wetpaint-injected,Wiki, Wetpaint Injected allows any website to incorporate Wetpaint features into your website. Implementing Wetpaint Injected requires access to your server pages and some basic web API programming skills...
591, Buxfer API,https://www.programmableweb.com/api/buxfer,Financial, From their site: Our goal is to create the best personal finance application on the web. Money is typically not the topic of discussion for a group of twenty-somethings wanting to have fun with their...
592, Zaypay API,https://www.programmableweb.com/api/zaypay,Payments," From their site: Zaypay makes international micropayments through SMS, phone calls and other alternative pay methods a piece of cake. With its free service a micropayment can be integrated into your..."
593, Syncd API,https://www.programmableweb.com/api/syncd,Project Management," From their site: Syncd is a flexible online time tracking service. The REST API provides access to practically all of Syncd functionality, including the ability to manage clients, projects and tasks..."
594, Cortera API,https://www.programmableweb.com/api/cortera,Reference," From their site: With Cortera CONNECT™, you can obtain insights about your customers, prospects or any other set of companies directly from the web. You can select from a wide array of elements to..."
595, StyleFeeder API,https://www.programmableweb.com/api/stylefeeder,Recommendations," From their site: A set of RESTful services, which developers can use to leverage our unique capabilities. These services can be used to build applications for the desktop or mobile environments,..."
596, PayLoadz API,https://www.programmableweb.com/api/payloadz,Storage," From their site: The API allows developers to create a downloadable good, upload a file into our system, create a download transaction, and present an end user with a download link. The API also..."
597, Tradera API,https://www.programmableweb.com/api/tradera,eCommerce, Use the Tradera API to build applications and services that communicate directly with Tradera.com. Tradera is Sweden's largest e-commerce marketplace with more than 1.3 million members. Members do...
598, PilotOutlook API,https://www.programmableweb.com/api/pilotoutlook,Reference," From their site: This API provides geo-coordinates, city, state, epoch, runway and other information for about 40,000 airports. It is the largest database of airports available online. Add data about..."
599, Enomalism API,https://www.programmableweb.com/api/enomalism,N/A," From their site: An open source, web-based virtual infrastructure platform designed to answer the complexity of managing globally dispersed virtual server environments. Helps to automate the..."
600, ProStores API,https://www.programmableweb.com/api/prostores,eCommerce, From their site: ProStores helps people open their own Web store. Developers can build tools and services that meet the needs of ProStores merchants. The ProStores SDK provides documentation and...
601, XigniteAnalysts API,https://www.programmableweb.com/api/xigniteanalysts,Financial," This API provides data for analyst recommendations, stock ratings revisions, and analyst sales estimates for U.S. and Canadian listed companies and stocks. Earnings estimates are provided by Zacks..."
602, XigniteFundFundamentals API,https://www.programmableweb.com/api/xignitefundfundamentals,Financial," This API offers fund description and fund performance data for U.S. mutual funds, exchange traded funds (ETF fundamentals) and money market funds. Data provided by this API can be used to power..."
603, Aria API,https://www.programmableweb.com/api/aria,Enterprise," From their site: Aria's Billing and Customer Management features include top-of-the-line security, auditing, events notifications, and ample reporting and analytics functionality. The Aria Symphony..."
604, Xactly Connect API,https://www.programmableweb.com/api/xactly-connect,Enterprise," NOTE: API documentation not publicly available.
From their site: Xactly provides affordable on-demand sales compensation solutions. Xactly Connect for Incent is a powerful set of APIs that allow..."
605, XigniteFutures API,https://www.programmableweb.com/api/xignitefutures,Financial," This API offers delayed commodity futures price quotes from major global commodity exchanges such as CME, NYMEX, COMEX, CBOT, Euronext Liffe and others. In addition to commodity futures price quotes..."
606, Postcode Anywhere API,https://www.programmableweb.com/api/postcode-anywhere,Mapping," US, UK and global geographic based web services including address data cleansing, geocoding, mapping, lifestyle profiling, government data, business data, route optimisation and bank and credit card..."
607, Scopus API,https://www.programmableweb.com/api/scopus,Content," Scopus APIs expose curated abstracts and citation data from all scholarly journals indexed by Scopus, Elsevier's citation database. Anyone can obtain an API Key and use the APIs free of charge,..."
608, XigniteEstimates API,https://www.programmableweb.com/api/xigniteestimates,Financial," This API provides earnings estimates, estimate revision trends, earnings per share (EPS) estimates, earnings surprises, earnings reports and earnings growth rate estimates for U.S. and canadian..."
609, Xignite Calendar API,https://www.programmableweb.com/api/xignite-calendar,Financial, This API offers global economic calendars of scheduled treasury and current economic events and announcements. With this API you can easily keep track of scheduled treasury and current economic...
610, Zannel Open API,https://www.programmableweb.com/api/zannel-open,Social," From their site: The Zannel Open API allows programmatic access to Zannel's platform. Developers can build applications, widgets, web and mobile apps that act on behalf of the user or interact with..."
611, Boldchat API,https://www.programmableweb.com/api/boldchat,Chat, From their site: The Boldchat web service provides access to customer account data by means of SOAP over HTTP. BoldChat live chat software provides for real time sales and customer support.
612, Callfire Hosted Call Center API,https://www.programmableweb.com/api/callfire-hosted-call-center,Telephony," The Virtual Call Center API lets users run a call center connect campaign. With the API users can connect to agents, prompt them to log into the system with their AgentID and connect with numbers..."
613, Callfire Campaign Service API,https://www.programmableweb.com/api/callfire-campaign-service,Telephony," The Campaign Voice Broadcast Service API lets users create and manage their campaigns. Functionality includes adding number to a do not call list, add numbers to an existing campaign, create a..."
614, iStockphoto API,https://www.programmableweb.com/api/istockphoto,Photos, From their site: iStockphoto provides web services via an XML-RPC API. The web service provides access to a wide range of iStockphoto.com functionality and content including: full search capabilities...
615, Twitxr API,https://www.programmableweb.com/api/twitxr,Photos, From their site: The Twitxr API has been created to let users and partners develop applications which can interact with Twitxr. The API returns Twitxr data in a form that can be easily integrated...
616, Praxeon API,https://www.programmableweb.com/api/praxeon,Medical," From their site: Praxeon Fingerprint.MD is a web service API for health and medicine. Fingerprint.MD can help your users to search using naturally phrased medical questions, stay current with news..."
617, Meez API,https://www.programmableweb.com/api/meez,Social, From their site: Want to integrate sophisticated avatars into your web-site? Or create an avatar-based widget? The Meez API allows you to retrieve our avatar images by inputting a Meez username....
618, XigniteEdgar API,https://www.programmableweb.com/api/xigniteedgar,Financial, This API provides filing information available from the U.S. SEC's Edgar database. The lets you query filing information for a company and easily get access to a company's financial information by...
619, XigniteFunds API,https://www.programmableweb.com/api/xignitefunds,Financial, This API offers Net Asset Value (NAV) data for U.S. mutual funds. NAV data is updated on a daily end-of-day basis. Use XigniteFunds to get accurate daily mutual fund prices and mutual fund values for...
620, Kintera API,https://www.programmableweb.com/api/kintera,Other," Kintera Sphere software as a service technology platform and social CRM (Constituent Relationship Management) system enables organizations to quickly and easily reach more people, raise more money..."
621, MindMeister API,https://www.programmableweb.com/api/mindmeister,Office, From their site: Want to integrate MindMeister with your own app? Create maps and ideas on the fly using simple REST calls? This API allows anyone to write applications that interact with MindMeister...
622, LongJump API,https://www.programmableweb.com/api/longjump,Enterprise," The platform provides support for other enterprise systems to connect to your data via REST APIs. Seamlessly and securely exchange and update information across accounting, customer data, or ERP..."
623, PostMapper API,https://www.programmableweb.com/api/postmapper,Blogging," From their site: The PostMapper Web Service allows bloggers to display their posts on the PostMapper Map with post titles, excerpts, and a link back to the full post. You can use our Wordpress Plugin..."
624, CatalogWS API,https://www.programmableweb.com/api/catalogws,Reference, From their site: CatalogWS is a Web API for dynamically querying information from the NCSU Libraries Catalog (North Carolina State University). This API supports a variety of applications that...
625, Pando API,https://www.programmableweb.com/api/pando,File Sharing," From their site: The Pando Web Services allow web sites and applications to present dynamic information about Pando packages, and to format presentation to suit each site. The Pando Automation..."
626, Opensubtitles API,https://www.programmableweb.com/api/opensubtitles,Video," Get movie subtitles. This database has 300,000+ subtitles. It is available in multiple languages and has many options."
627, SimplePie Live API,https://www.programmableweb.com/api/simplepie-live,Feeds, From their site: SimplePie Live! provides an AJAX-friendly JavaScript API for reading and displaying RSS and Atom feeds. SimplePie Live is the fast and easy way to get started using AJAX to add RSS...
628, Boo-box API,https://www.programmableweb.com/api/boo-box,Recommendations, From their site: Use this public API and use our wonderful product recommendation services to make your own recommendation application. Advantages: we give better results; you can use boo-box API to...
629, XigniteGlobalCurrencies API,https://www.programmableweb.com/api/xigniteglobalcurrencies,Financial," Forex rates API providing real-time and historical quotes for currency exchange rates (FX). The API supports more than 170 currencies and over 29,000 currencies pairs. Contact sales@xignite.com for..."
630, XigniteRates API,https://www.programmableweb.com/api/xigniterates,Financial," This API offers current and historical benchmark interest rates from global financial markets in the U.S., Europe, Canada and Asia. schedules. XigniteRates provides interest rates data for over 600..."
631, Windows Live Presence API,https://www.programmableweb.com/api/windows-live-presence,Chat, From their site: The Windows Live Presence API is an HTTP-based API that returns a Windows Live Messenger user's presence using JavaScript Object Notation (JSON) or an image. The Windows Live...
632, Litmus API,https://www.programmableweb.com/api/litmus,Other," NOTE: registration required to view the api.
From their site: Litmus shows you precisely how your designs will be seen by your customers. See screenshots of your web pages in dozens of different..."
633, USAspending API,https://www.programmableweb.com/api/usaspending,Government," From their site: The API allows access to the data to the Federal contracts and Federal assistance databases. All data present on USAspending.gov is available through the API, except for pie charts..."
634, Email2HTTP API,https://www.programmableweb.com/api/email2http,Email," [This API is no longer available and this page is being maintained purely for historical and research purposes.]
From their site: Email2HTTP is a service that turns incoming email into easy-to-..."
635, Workday API,https://www.programmableweb.com/api/workday,Enterprise, From their site: Workday Web Services (WWS) provide developers with access to Workday’s robust business services via standards-based web services. These web services provide operations for...
636, Mugr API,https://www.programmableweb.com/api/mugr,Photos, From their site: Mugr can identify faces in your photos and match them to people. The Mugr API is designed for people who want to develop tools that work with our face recognition and search platform...
637, Amazon DevPay License Service API,https://www.programmableweb.com/api/amazon-devpay-license-service,Financial, From their siteAmazon DevPay instruments two Amazon Web Services to enable a new sort of Software as a Service. Amazon DevPay supports applications built on Amazon S3 or Amazon EC2 by allowing you to...
638, Right Media Exchange API,https://www.programmableweb.com/api/right-media-exchange,Advertising," From their site: The Right Media Exchange API is a set of web services which enable developers access to Right Media Exchange (RMX) data from their applications. Using the API, you can create and..."
639, OnForce API,https://www.programmableweb.com/api/onforce,Enterprise, From their site: OnForce is the on-demand marketplace for IT service professionals. Developers can get started almost immediately - obtaining access to OnForce web services is as simple as...
640, Snipplr API,https://www.programmableweb.com/api/snipplr,Other, The Snipplr API gives you access to this public source code repository. Snipplr gives developers a place to store and organize all the little pieces of code that you use each day. You can share your...
641, Notely API,https://www.programmableweb.com/api/notely,Calendars, From their site: Studies show that today's students learn best when they are actively engaged by the learning process. Notely makes note-taking a breeze by helping students organise information in a...
642, Bountii Price Search API,https://www.programmableweb.com/api/bountii-price-search,eCommerce, From their site: Bountii is a search engine that finds pricing information for electronics and appliances. We continuously aggregate pricing information from top internet retailers using a variety of...
643, PeopleAggregator API,https://www.programmableweb.com/api/peopleaggregator,Social, These APIs are available to any network implemented on top of the PeopleAggregator platform. See peopleaggregator.net for an example. From their site: PeopleAggregator brings social web features to...
644, Jott API,https://www.programmableweb.com/api/jott,Messaging, From their site: Use Jott Links to blog from your cell phone wherever you are. Use Jott Links for social networking and micro-blogging. A Jott Link enables you to send a Jott to a Web-based service...
645, WebSitePulse API,https://www.programmableweb.com/api/websitepulse,Enterprise," WebSitePulse provides monitoring services that enable clients to reduce their risk of failed Internet transactions and loss of revenue. Monitoring services include server monitoring, Website..."
646, Shipwire API,https://www.programmableweb.com/api/shipwire,Shipping," Shipwire lets their customers send merchandise to them, and then they handle online orders and shipping of that merchandise. Use the API to pass information into the Shipwire Platform and receive..."
647, Unfuddle API,https://www.programmableweb.com/api/unfuddle,Project Management, From their site: Provides developers with a very simple medium for creating new Unfuddle-based applications or integrating Unfuddle with their existing development workflow. It offers direct access...
648, Spinn3r API,https://www.programmableweb.com/api/spinn3r,Data-as-a-Service, Spinn3r is a web service for indexing the blogosphere. We provide raw access to every blog post being published - in real time. We provide the data and you can focus on building your application /...
649, Urloid API,https://www.programmableweb.com/api/urloid,Tools, From their site: Allows users to implement link optimization services into third party applications or services. The API is simple to use and can be customized with CSS or other HTML attributes.
650, TinyLoad API,https://www.programmableweb.com/api/tinyload,Storage," The Tinyload API allows developers to utilize our file distribution platform. Developers can queue concurrent uploads to sites like MegaUpload, MediaFire, DivShare, RapidShare, and Amazon S3 Service..."
651, GeoSmart API,https://www.programmableweb.com/api/geosmart,Mapping, From their site: Established in 1977 GeoSmart (NZ) Ltd is now the leading geospatial solutions provider in New Zealand. We offer a total solution to the market place from supplying hardcopy aerial...
652, Cellblock API,https://www.programmableweb.com/api/cellblock,Media," The Cellblock Application Programming Interface (API) allows developers to integrate instant multimedia (photo and video) sharing into web, desktop and mobile applications."
653, Pixenate API,https://www.programmableweb.com/api/pixenate,Photos," From their site: Pixenate is the photo editor of choice for photo printing and photo sharing businesses. The API allows the manipulation of images with features such as cropping, rotating, and..."
654, Convio API,https://www.programmableweb.com/api/convio,Other, From their site: Convio is an Internet software and services company that provides online Constituent Relationship Management (eCRM) solutions for nonprofit organizations. As a trusted Internet...
655, Thumbplay API,https://www.programmableweb.com/api/thumbplay,Music," Hundreds of developers and website owners are making money through Thumbplay's OPEN network. Thumbplay is the fastest-growing and largest mobile entertainment company in the US, offering ringtones,..."
656, Baynote API,https://www.programmableweb.com/api/baynote,Recommendations, Note: No developer documentation is available without signup. From their site: Baynote delivers on-demand recommendation technology for websites.
657, Xignite Realtime API,https://www.programmableweb.com/api/xignite-realtime,Financial," This API offers real-time quotes for equities trading for U.S. and international exchanges. In addition to stock quote (bid/ask) data, the API also provides intraday tick data, volume and time..."
658, Freewebs API,https://www.programmableweb.com/api/freewebs,Blogging," From their site: Freewebs is dedicated to ensuring everyone in the world can create a quality multimedia website. For anyone with an Internet connection and something to share, Freewebs provides the..."
659, Sipgate API,https://www.programmableweb.com/api/sipgate,Telephony, From their site: one of the largest network-autonomous Internet phone services in Great Britain. The VoIP service allows consumers and business clients to make international calls at no cost and via...
660, Nirvanix API,https://www.programmableweb.com/api/nirvanix,Storage," From their site: Nirvanix is the premier ""Cloud Storage"" platform provider. Nirvanix is a privately held company headquartered in San Diego, CA and backed by world-class investors including Intel..."
661, HeyWatch Core Video Encoding API,https://www.programmableweb.com/api/heywatch-core-video-encoding,Video," HeyWatch is a professional, powerful, and scalable cloud video encoding software as a service (SaaS). The HeyWatch Core Video Encoding allows users to integrate video encoding services into third-..."
662, Cogmap API,https://www.programmableweb.com/api/cogmap,Wiki, From their site: Organization Chart Data is accessible as an XOXO document by calling a URL. xoxo.php returns a nested set of unordered lists that describes the organization. Each listed item also...
663, FlightAware SOAP API,https://www.programmableweb.com/api/flightaware-soap,Travel," From their site: Using the FlightXML API, programs can query the FlightAware live flight information and historical datasets. Queries for in-flight aircraft return a set of matching aircraft based..."
664, Publicaster API,https://www.programmableweb.com/api/publicaster,Email," WhatCounts Publicaster Edition is a leading web-based email marketing solution from WhatCounts, offering a full suite of tools to design, execute and track your email marketing communications. Learn..."
665, Esendex API,https://www.programmableweb.com/api/esendex,Messaging," This is one of a suite of APIs for sending and receiving SMS Text messages to and from mobile phones around the world.
Esendex is a leading provider of A2P SMS services sending over 200 million..."
666, KashFlow SOAP API,https://www.programmableweb.com/api/kashflow-soap,Financial," KashFlow is a full featured, web-based bookkeeping application. The main address for the site is www.kashflow.co.uk. The Web Service (API) allows external programs to query, modify and enter data..."
667, Upside Wireless API,https://www.programmableweb.com/api/upside-wireless,Telephony, From their site: Upside Wireless Inc. is a leading North American company that specializes in providing global mobile messaging services and applications for consumer and enterprise markets. Upside's...
668, aql API,https://www.programmableweb.com/api/aql,Messaging, From their site: aql.com is the award winning SMS solutions portal (formerly known as sms2email). We are dedicated to getting your SMS marketing campaign or interactive service working with us. Our...
669, PhoneDog API,https://www.programmableweb.com/api/phonedog,Telephony," Research, compare prices, and shop from a wide array of phone products and services."
670, Vodafone Betavine API,https://www.programmableweb.com/api/vodafone-betavine,Messaging," Send Text messages (SMS), WAP Push links, Application Trigger (JavaPush) messages using a either XML, JSON or Plain text over HTTP GET."
671, Lokad API,https://www.programmableweb.com/api/lokad,Enterprise," Send us data, we send back the forecasts. Best suited for sales forecasts (inventory optimization) and call volume forecasts (staffing optimization). Lokad is based in Paris, France. Our philosophy..."
672, The Astrologer API,https://www.programmableweb.com/api/astrologer,Other," Founded by online astrology pioneer Kelli Fox, The Astrologer offers APIs to a complete range of astrological content and services, from daily and monthly horoscopes (in text, audio and video formats..."
673, gubb API,https://www.programmableweb.com/api/gubb,Database," From their site: gubb is a free web-based application with an easy-to-use interface that enables you to create, manage and share an unlimited number of lists. The gubb API exists to help developers..."
674, IntelliContact API,https://www.programmableweb.com/api/intellicontact,Email," From their site: IntelliContact allows businesses, non-profit organizations, and associations to easily create, send, and track email newsletters, surveys, blogs, autoresponders, and RSS feeds. The..."
675, HopStop API,https://www.programmableweb.com/api/hopstop,Transportation," From their site: HopStop is your city transit guide. We provide door-to-door subway and bus directions and maps for New York City. You can also search for places to eat, drink, sleep and see in the..."
676, HTML2PDF API,https://www.programmableweb.com/api/html2pdf,Office," From their site: With HTML2PDF.BIZ, you can convert any htmls and websites into high quality PDF file. Commercial edition includes libraries to use with PHP, Java, and .NET platforms. Using this API..."
677, Voxbone API,https://www.programmableweb.com/api/voxbone,Telephony, The VoxAPI provides SOAP and REST Web Services enabling Voxbone customers to automate the ordering and configuration of phone numbers and channels. Customers can integrate number ordering and...
678, PaySimple API,https://www.programmableweb.com/api/paysimple,Payments," Online payment processing service for ACH and Credit Cards
With industry low transaction rates, no API surcharge, and revenue sharing opportunity, your business is poised to gain a profitable new..."
679, Mailbuild API,https://www.programmableweb.com/api/mailbuild,Email," From their site: Put your clients back in the driving seat and let them create and send their own great looking emails in-house. Once you design a template for each client, they can easily add their..."
680, eCourier API,https://www.programmableweb.com/api/ecourier,Shipping, From their site: API to nearing 100 million rows of GPS data from a London-based courier firm. eCourier allow you to track the progress of your package live and as a by-product generate a lot of data...
681, Moneytrackin API,https://www.programmableweb.com/api/moneytrackin,Financial," From their site: moneytrackin‘ is a free online webapp that allows you to track all your expenses and incomes easily and without effort, thus allowing you to have a clear view of your financial..."
682, Employease API,https://www.programmableweb.com/api/employease,Enterprise," From their site: Employease Extend is our open architecture philosophy that provides a collection of web services that enables data provisioning, data consumption, and process execution currently..."
683, Goplan API,https://www.programmableweb.com/api/goplan,Project Management," From their site: Goplan is an online project management solution. It allows teams and individuals to collaborate through tasks, file management, real-time chat, online calendaring, and many other..."
684, Wufoo API,https://www.programmableweb.com/api/wufoo,Other," From their site: Wufoo is an Internet application that helps anybody build amazing online forms. When you design a form with Wufoo, it automatically builds the database, backend and scripts needed to..."
685, Big Contacts API,https://www.programmableweb.com/api/big-contacts,Office, From their site: Big Contacts is a web-based tool to help you to organize all of the information and activity about the people you work with and live with.
686, Mon.itor.us API,https://www.programmableweb.com/api/monitorus,Monitoring," From their site: Free network and site monitoring. mon.itor.us provides 24 x 7 network and website monitoring serviceim with personalized interactive interface, where you can add server performance..."
687, Who is my Representative API,https://www.programmableweb.com/api/who-my-representative,Government, From their site: A simple tool for a simple task. Here you can look up your representation in the U.S. government. Simply enter your zip code or zip+4 (for better results) and information on your...
688, SlimTimer API,https://www.programmableweb.com/api/slimtimer,N/A, From thier site: From the SLIMTIMER you can create tasks and even share them with your coworkers and those you report to. Time your work: Open the SLIMTIMER and click on a task to start the clock and...
689, Tiktrac API,https://www.programmableweb.com/api/tiktrac,Personal Information Management," From their site: Keep track of time within your organisation with a slick Ajax web interface, RSS feeds and CSV data exports. Allow your staff to sign in and log their time efficiently, and never..."
690, Windows Live ID Client SDK API,https://www.programmableweb.com/api/windows-live-id-client-sdk,Security," From their site: The Windows Live ID Client 1.0 SDK provides a managed API for Windows Live sign-in authentication. Included in the release is a sample application with its source code, so that you..."
691, Criteo API,https://www.programmableweb.com/api/criteo,Recommendations, From their site: The Criteo predictive engine is a powerful tool that analyses consumer behavior and provide them with relevant product recommendations. The Criteo Quick-Start API allows you to start...
692, FeedBlitz API,https://www.programmableweb.com/api/feedblitz,Blogging," From their site: FeedBlitz is a service that monitors blogs, RSS feeds and Web URLs to provide greater reach for feed publishers. FeedBlitz takes all the headache out of converting feed and blog..."
693, PBwiki API,https://www.programmableweb.com/api/pbwiki,Wiki, From their site: PBwiki is the world's largest consumer wiki farm. PBwiki is going to be rolling out an API for letting developers access and update their wikis programmatically.
694, TeamDesk API,https://www.programmableweb.com/api/teamdesk,Other, From their site: TeamDesk is a hosted web-based system that empowers teams with easy-to-design web based database applications and predefined solutions for effective management and sharing of...
695, Cisco WebEx API,https://www.programmableweb.com/api/cisco-webex,Enterprise," The WebEx Meeting Services API Platform lets users incorporate Cisco WebEx meetings into their own applications. The platform offers three APIs:
URL API: The URL API is a convenient, lightweight,..."
